Temperature,pH,Heavy Metals,Oil/Grease,Sulfur/Sulfite,Nitrate/Nitrogen,Phenol,Total Phosphate,Cyanide,Total Organic Carbon,Dissolved Oxygen,Fluoride,Agricultural Pesticides,Mutation (%)
8.426254,7.531086,0.002548,4.053692,16.867183,43.921806,0.023548,0.030678,0.088357,7.237883,1.436148,1.981073,0.049074,75.381563
9.351404,8.956825,0.000587,5.079943,16.042208,40.278884,0.129021,0.028694,0.009803,8.765627,9.005550,4.813827,0.017388,75.576631
15.475624,8.931764,0.004080,5.088192,3.789012,42.147948,0.098755,0.021213,0.062240,4.262803,3.128131,0.169840,0.030294,58.013845
14.177927,6.994569,0.009750,1.838736,3.831178,5.759018,0.139372,0.073094,0.068156,19.006299,4.077088,4.851487,0.018151,22.667612
8.740541,7.713003,0.001174,9.546459,3.496189,36.359810,0.224610,0.028150,0.085462,9.596913,4.212159,4.247983,0.035011,62.004098
28.615174,7.795983,0.003657,2.874342,19.344167,29.933684,0.395852,0.031395,0.015734,10.856345,5.658443,3.922705,0.021939,65.848631
17.225755,8.149710,0.007666,6.321122,14.216940,2.373657,0.317312,0.065152,0.051166,8.271058,12.527930,3.248455,0.001653,33.587108
17.128024,8.342650,0.005325,2.113349,11.493270,27.416169,0.353990,0.030488,0.031295,3.690974,11.216853,2.156227,0.029771,49.459338
28.078612,7.733207,0.000204,7.170538,3.137337,15.476858,0.492064,0.065066,0.063995,2.230112,5.491859,0.986372,0.024747,30.373085
8.900108,6.519711,0.001823,7.290246,5.434524,20.885387,0.450916,0.092380,0.051192,12.496239,5.426748,4.528139,0.012822,46.795052
16.224927,7.900963,0.005599,6.706809,16.705299,46.051937,0.129414,0.075711,0.057916,5.439783,8.156093,4.777177,0.008475,82.840491
15.236778,8.570256,0.002678,2.531789,13.155114,10.392307,0.030919,0.035362,0.055847,2.322961,2.822109,0.306668,0.014887,26.501897
17.273549,8.615917,0.000237,3.565409,14.814626,49.938624,0.349198,0.044305,0.051212,14.733891,8.915119,1.121724,0.024649,89.009093
10.765143,7.348383,0.003039,2.573864,4.151972,30.333873,0.391456,0.069094,0.087007,17.381711,2.225287,2.328502,0.047542,52.049255
9.551138,6.607252,0.005818,3.552702,17.855115,9.984098,0.121956,0.025941,0.059691,1.332292,11.136238,0.667787,0.031830,35.751197
5.738919,7.224989,0.002735,6.623114,9.377161,47.804098,0.271219,0.068145,0.085733,0.186093,11.248097,4.384289,0.023488,74.006916
17.244818,6.952720,0.006822,2.634682,13.615341,45.916734,0.495570,0.057790,0.060086,9.745401,0.809099,0.230553,0.001091,75.330339
28.500993,8.609432,0.001291,0.508394,2.474769,38.042590,0.485145,0.099756,0.023928,8.611790,8.930797,0.287192,0.016030,52.667534
29.585059,7.570871,0.004715,5.740694,5.043242,25.044124,0.325071,0.014658,0.015587,10.394584,1.994704,4.195300,0.011564,45.403466
29.405482,6.743945,0.006751,5.522578,6.682998,43.803414,0.419007,0.034950,0.051684,5.924820,8.175088,2.995756,0.045532,68.668824
12.991374,7.379514,0.008810,3.743391,8.303836,3.624830,0.455995,0.048803,0.078420,15.237264,11.410071,1.384992,0.009578,29.609077
7.124396,7.105671,0.003177,2.804056,0.799026,0.219050,0.053967,0.012738,0.078410,16.504692,6.180913,3.633233,0.031790,12.864596
23.132932,8.573820,0.001394,7.321661,11.790635,30.114774,0.417197,0.037418,0.027277,4.212579,13.496938,1.998027,0.045097,62.189195
23.035540,7.645190,0.003276,6.242090,1.161976,26.988476,0.183896,0.086307,0.048219,16.194656,0.012670,3.587110,0.026819,47.607563
7.971570,7.361278,0.002811,8.141065,19.486349,46.046939,0.001210,0.075590,0.007677,18.516381,6.586384,2.325959,0.042481,96.271627
18.805221,6.914041,0.006484,3.596413,8.932916,24.990531,0.497730,0.024581,0.025554,17.130566,11.315561,0.618280,0.011220,56.290030
5.736034,8.734198,0.004592,9.966594,17.341136,27.961213,0.040200,0.014639,0.051205,12.699190,8.594193,3.077185,0.018652,72.284023
14.652502,8.307242,0.005173,7.352073,1.372051,40.632008,0.339836,0.045271,0.019378,17.174627,3.198596,4.019159,0.005990,66.891693
7.043641,6.612380,0.008185,7.716921,13.044669,21.674743,0.046418,0.012696,0.068628,2.593782,10.081531,3.622843,0.018797,49.959522
29.131639,6.801768,0.003566,2.286245,7.653804,21.460971,0.376320,0.047235,0.077979,12.961955,12.454433,0.405108,0.003516,46.191936
23.955316,6.969660,0.008710,2.507265,9.566540,21.261258,0.149750,0.058558,0.078995,8.424929,11.219475,0.167893,0.041280,43.590689
24.573707,7.229173,0.001434,5.290649,7.169112,45.322677,0.090890,0.067039,0.068731,8.985105,13.412148,4.459077,0.033744,73.660529
21.191016,7.704044,0.002974,4.577671,14.041539,17.263429,0.278484,0.054931,0.034873,17.045465,1.475245,2.402250,0.019127,49.832557
11.478576,7.864406,0.003572,2.974516,15.218440,11.127300,0.344408,0.031747,0.082627,11.106829,0.815290,2.636745,0.016935,37.756720
25.900078,8.774382,0.009031,4.095393,19.798573,26.625812,0.301756,0.016176,0.053579,5.604168,6.486375,4.735080,0.025814,60.331701
12.768851,7.385047,0.000482,9.486475,12.253462,0.982262,0.359457,0.089524,0.056742,19.801689,10.257127,0.786647,0.037393,41.664843
24.129607,8.521648,0.005590,2.908060,17.923758,7.420919,0.147317,0.065323,0.039885,15.134639,12.385721,1.454697,0.036864,43.350508
17.410400,8.635610,0.009363,5.349880,16.286206,0.705189,0.306417,0.020501,0.096806,9.996399,10.838983,2.898621,0.001886,33.284905
25.743677,6.673128,0.007543,9.790070,0.460406,48.664768,0.294488,0.089139,0.008962,1.741025,8.754069,1.549016,0.022260,69.303428
28.132509,6.711480,0.001164,8.150009,15.889912,32.465818,0.003713,0.001405,0.060932,15.819706,8.201653,2.498296,0.034048,75.371421
15.395074,7.061798,0.006209,2.189603,9.182142,23.110112,0.251786,0.005141,0.036852,7.910758,7.790411,4.688606,0.049374,43.340413
10.500967,7.208948,0.008265,6.361629,18.502348,31.747118,0.198075,0.025350,0.056037,5.751701,3.295173,4.564802,0.049555,66.097881
17.056511,7.811859,0.007435,8.501490,2.471836,11.842148,0.037968,0.017747,0.064205,8.534683,6.800764,4.642763,0.005089,30.482187
5.485863,7.207986,0.007597,5.955712,1.964923,3.790505,0.084971,0.040759,0.003488,18.770402,11.449978,0.329518,0.008196,26.487338
14.945559,8.112265,0.000454,7.818636,18.236014,11.639429,0.420652,0.076660,0.061039,17.265018,8.845261,2.406241,0.008343,56.502167
23.656383,8.670405,0.007310,6.516200,14.095768,35.128330,0.348428,0.030742,0.065753,3.693723,2.741590,3.142005,0.027778,64.346061
25.067409,7.955944,0.001372,0.579621,3.218945,40.615669,0.359801,0.070726,0.006963,6.700841,4.062837,2.830073,0.026851,52.377177
25.368339,7.273662,0.009015,3.806869,3.557077,35.119869,0.399595,0.037210,0.078707,13.618596,1.297265,2.160314,0.000234,55.267867
25.640858,8.908104,0.006905,7.838957,17.656077,22.493679,0.260355,0.090006,0.080302,18.987895,2.366003,1.524745,0.004229,66.316455
28.014152,7.165656,0.002644,8.240233,17.312528,19.041998,0.101633,0.041372,0.085030,0.739544,4.236265,2.114019,0.001174,48.647117
19.805517,8.751936,0.003753,7.421286,7.388247,27.475638,0.170957,0.034832,0.060999,12.696257,3.241822,4.617342,0.039257,54.952818
28.633281,8.135025,0.004220,5.837014,3.069462,11.161496,0.454309,0.052108,0.053906,5.311110,3.906930,3.481311,0.033911,24.955494
18.263845,8.518772,0.009723,4.314807,8.946399,0.355414,0.288106,0.041547,0.007926,5.768513,12.841056,2.845557,0.034743,20.692772
9.831490,8.611508,0.009447,5.062047,7.706115,10.694485,0.227827,0.056894,0.096893,6.450585,10.869322,3.776963,0.020578,31.657699
13.593331,8.525200,0.002624,2.011483,4.170299,43.694515,0.186031,0.014211,0.015530,19.239825,3.687586,1.625882,0.025678,67.515872
12.656979,7.462490,0.000775,1.698615,13.265350,13.907167,0.432666,0.005768,0.066388,0.808686,6.540884,4.689920,0.025231,31.301719
21.734179,8.153916,0.002620,7.049047,8.719357,41.697335,0.121330,0.033520,0.039161,4.118785,2.565913,4.573741,0.009017,65.728982
6.914209,8.791598,0.003864,8.332442,1.710730,31.575317,0.289850,0.068476,0.012902,7.464109,12.072469,2.418798,0.001631,54.436373
22.239102,6.832869,0.002621,7.367200,0.315420,26.387838,0.364025,0.002031,0.059629,18.584523,10.266115,1.547984,0.023449,53.537866
9.510062,6.926010,0.000164,2.192932,19.896341,16.476800,0.116276,0.083198,0.090112,19.641490,7.122853,3.119275,0.000213,55.496139
5.739516,6.615027,0.007424,7.173566,2.250322,41.470166,0.241243,0.073949,0.067167,5.177863,6.217800,3.088708,0.002906,60.727254
15.733428,8.792067,0.007914,5.972432,2.831573,3.830401,0.426955,0.075658,0.050482,10.252718,11.076984,4.839891,0.028313,22.749139
26.717363,8.598130,0.009668,4.618951,18.699207,39.970525,0.197299,0.094236,0.080795,1.541346,6.883793,4.259981,0.049504,72.035929
14.333405,7.297123,0.009572,8.554515,6.260951,44.329149,0.498650,0.004053,0.067196,2.269296,10.392874,1.692916,0.028074,71.241199
18.861717,7.443674,0.008747,3.580876,8.270175,38.727794,0.027042,0.054971,0.063996,14.404249,10.204748,4.904351,0.035138,67.157109
7.837847,6.628653,0.007125,8.222003,6.679508,1.643244,0.493436,0.057030,0.005681,19.956427,3.615041,2.307722,0.042321,32.076378
15.857436,8.697094,0.002718,9.371682,16.756478,22.605170,0.351185,0.051175,0.063491,1.899319,10.265109,4.124034,0.011134,58.451922
18.559655,7.729703,0.004688,3.919523,1.018507,31.470480,0.331431,0.051506,0.028265,16.378278,3.277398,4.092226,0.033070,50.576342
7.338035,6.607520,0.007282,0.296360,4.821420,35.259298,0.298502,0.014601,0.005520,6.558416,5.267758,2.708198,0.044286,47.483790
26.729973,8.854271,0.001525,6.850729,0.982498,28.301077,0.489045,0.069664,0.098785,3.126176,7.316151,1.618772,0.045472,43.622863
20.737567,8.804313,0.007770,1.377916,7.623233,22.236741,0.313688,0.093429,0.058702,0.715196,4.272291,1.151638,0.011958,32.523072
17.233203,8.050906,0.008721,6.823336,1.422671,38.463978,0.155080,0.045543,0.060648,10.296186,8.615137,1.508372,0.002475,60.066586
20.666944,7.597128,0.002277,3.717456,17.155536,38.103103,0.321899,0.067304,0.074372,16.706353,13.797364,4.530208,0.049191,81.594450
11.923278,8.805022,0.004841,4.284616,9.439692,12.201427,0.471190,0.026085,0.048349,6.930197,13.293254,2.554341,0.020518,36.343656
9.157776,6.777469,0.003310,4.348027,7.121588,36.676899,0.147545,0.013583,0.031436,11.836300,10.670604,3.916050,0.019404,63.405957
8.277658,8.303998,0.009309,9.241185,0.643986,4.044089,0.045453,0.092554,0.039887,11.134048,10.042127,2.625581,0.045741,23.552362
21.558629,7.127902,0.007182,5.134760,0.438173,44.396849,0.084056,0.022250,0.086744,13.938415,5.859834,3.412352,0.036129,65.076575
15.578339,6.855147,0.005352,4.053295,18.265284,10.019262,0.260356,0.048476,0.084927,5.253977,12.977223,0.815369,0.029533,41.823415
22.357604,8.034636,0.005207,7.953059,11.093808,3.324701,0.181651,0.057572,0.057500,11.071371,11.455604,2.456299,0.011697,34.240119
7.294726,7.617084,0.008246,6.689280,2.928645,23.505706,0.284226,0.018346,0.010255,19.106135,7.756648,4.263373,0.019569,50.741138
27.178469,8.981630,0.007948,4.095473,19.664071,28.183104,0.425457,0.052852,0.071575,0.122959,1.398228,1.550868,0.002784,56.358256
11.742954,6.734996,0.009853,4.763349,1.693445,8.194892,0.196409,0.027395,0.090203,7.263339,2.928260,1.118174,0.006344,18.104772
20.616267,7.938804,0.000155,1.700364,1.074171,19.205052,0.015579,0.062704,0.057570,8.117065,3.314111,1.026843,0.029054,25.977078
5.721539,7.868893,0.009662,8.631467,6.038381,41.123328,0.386563,0.078765,0.000595,0.943610,4.730898,1.495551,0.039698,63.493748
12.767205,8.048482,0.006276,3.682599,0.153884,43.674001,0.383358,0.095823,0.009973,16.861577,11.879100,1.617128,0.031019,67.645737
10.923519,7.167713,0.007112,0.932784,2.919415,42.567981,0.245312,0.049180,0.059661,13.082042,1.608632,4.666176,0.036245,58.361091
17.698351,8.725254,0.003037,8.118120,12.759460,12.150218,0.193065,0.004150,0.086151,1.013948,12.554592,0.183205,0.029834,39.467229
17.289851,8.717955,0.009693,1.977509,2.845538,21.500535,0.250478,0.040952,0.011288,15.255224,12.568937,0.356699,0.020287,41.451877
12.784268,7.749094,0.005902,1.392335,19.307654,48.257126,0.146528,0.043435,0.071617,6.599954,10.440435,1.465285,0.030232,82.783870
19.917745,7.968945,0.004836,7.617958,9.811763,41.094650,0.375927,0.024428,0.084063,7.231354,7.761572,3.598316,0.001389,72.410367
7.276651,6.518683,0.001240,4.615024,14.930117,17.496382,0.108089,0.025484,0.036242,2.024535,10.931367,2.314122,0.015601,43.150336
7.982380,7.114640,0.002376,3.603405,12.773264,3.671183,0.132613,0.072556,0.009752,5.804800,3.852848,2.557829,0.025329,22.834464
13.102592,8.934192,0.009942,8.900557,11.753522,10.271122,0.366905,0.026816,0.081537,3.584754,10.604008,3.343884,0.011703,39.241728
5.400791,7.590814,0.007402,4.161941,18.681420,25.164246,0.182346,0.010633,0.047694,10.275843,13.625149,0.829551,0.000807,63.560826
20.773145,8.438624,0.006247,3.853207,12.075610,36.704423,0.225377,0.077458,0.057710,19.814550,2.768429,3.970122,0.044656,71.489353
29.748456,8.962234,0.009326,7.351202,11.461755,29.549899,0.229764,0.065463,0.032031,19.617501,11.703654,4.232139,0.008233,71.145521
27.721237,6.729246,0.001883,8.403290,16.619288,25.822858,0.148443,0.025589,0.027147,6.869212,1.405194,2.907594,0.006644,59.918932
22.957438,8.698044,0.004457,8.247380,1.425402,38.263019,0.204196,0.005369,0.003198,9.929774,5.742772,3.192955,0.031871,60.801835
8.118661,7.471613,0.006866,0.084116,14.457583,47.260184,0.331462,0.062818,0.008853,3.010384,3.018814,4.020743,0.008626,68.973094
28.829065,8.085502,0.003216,5.857622,9.697765,17.016877,0.227581,0.055906,0.013217,4.789836,0.175060,1.689095,0.047542,37.352529
5.571258,8.088679,0.003102,9.482929,13.723484,26.216781,0.072436,0.046075,0.033541,1.225578,0.470430,2.033457,0.015376,53.948262
21.069012,6.763075,0.003234,4.109431,4.323724,18.216727,0.030096,0.069164,0.022658,9.191384,12.031943,0.240325,0.028405,36.868936
6.628630,8.909392,0.005312,2.993199,4.642159,23.890457,0.088904,0.038219,0.098038,8.975602,7.675133,3.926319,0.037283,40.294272
29.094345,7.240715,0.004178,8.346318,10.646430,39.328246,0.018363,0.076023,0.083636,5.449953,7.529978,2.747045,0.013401,69.373064
17.240809,7.171366,0.007454,2.675203,4.002604,32.590518,0.103876,0.009291,0.072159,13.925750,0.814486,2.291468,0.002217,50.613980
14.425161,8.710177,0.007390,1.925520,7.750923,49.027228,0.352754,0.078414,0.096238,15.884426,5.318968,2.603677,0.032226,76.593472
17.949838,8.562187,0.007296,7.532297,16.701647,36.205531,0.225171,0.044578,0.036401,14.609199,12.291790,2.972900,0.006774,81.318229
20.033742,8.967271,0.001276,3.742140,0.157623,3.254579,0.318703,0.095258,0.043439,14.586491,10.681986,1.077750,0.040936,18.563951
29.395832,7.969607,0.002274,5.706926,9.074666,26.611269,0.192057,0.013625,0.064191,2.894859,13.885850,3.310123,0.010358,50.895851
15.958417,7.702240,0.003484,5.277837,19.878601,38.124032,0.470166,0.045845,0.051530,5.352370,2.428235,1.269481,0.008227,74.111093
13.042924,7.511783,0.006408,9.407802,14.657825,18.753368,0.235146,0.099794,0.057021,1.096071,7.192126,3.201218,0.015247,49.247735
11.226439,7.447918,0.003709,3.326912,18.161105,8.356114,0.446738,0.001677,0.059683,2.908220,4.953151,4.042139,0.049345,33.941799
27.035885,7.462859,0.009983,8.304398,6.727700,12.100848,0.494435,0.036401,0.035718,10.866249,6.213148,4.246449,0.028358,38.607269
6.540262,7.490832,0.009373,7.609896,5.067612,6.944669,0.260716,0.096526,0.022208,14.540304,12.646794,3.008761,0.018165,34.208067
15.054404,7.445572,0.000239,0.376485,16.128954,31.564721,0.310645,0.030370,0.075826,5.899810,9.018582,1.114185,0.005829,57.763785
22.932837,7.023945,0.001112,0.224578,19.995875,43.209494,0.424072,0.095953,0.007176,7.713396,6.195187,1.609152,0.042018,76.436081
24.042319,8.281551,0.008610,2.138688,6.881578,46.234331,0.393965,0.084034,0.052866,8.240996,5.071533,1.683922,0.024143,66.951928
28.393367,8.528064,0.006128,9.034695,6.718419,5.709176,0.314090,0.029515,0.041498,13.040300,3.213764,4.438982,0.042568,32.098837
26.624206,8.474506,0.005508,3.592063,6.713864,39.197008,0.155011,0.085907,0.081976,18.705755,1.459070,2.144466,0.045487,66.654198
15.162639,7.473505,0.005520,2.951028,3.569127,25.576913,0.012676,0.089472,0.045098,5.308566,4.473763,4.338124,0.047239,36.280378
6.173836,7.465389,0.007083,3.985063,14.320959,37.363020,0.244914,0.036278,0.064726,7.804406,10.507066,0.708859,0.025539,69.196293
21.570841,6.860692,0.007380,8.362182,16.856274,4.463226,0.464918,0.085041,0.013565,15.562396,8.667821,0.961599,0.023005,46.181948
17.344311,6.751693,0.001368,0.157978,2.909781,3.589776,0.189764,0.047847,0.060077,7.647181,3.074479,0.734206,0.017928,8.054534
7.381165,8.723427,0.003757,9.284085,17.405701,26.908164,0.441936,0.069139,0.024846,14.629649,7.311886,1.275887,0.007533,72.399354
27.111615,8.455175,0.004780,4.967533,3.658770,42.393100,0.375231,0.085111,0.093774,12.523407,3.628012,0.632583,0.019335,65.290116
23.266130,8.496157,0.007583,7.673240,5.430711,29.117380,0.034687,0.084636,0.078407,9.584296,8.861891,1.381131,0.034328,54.454622
20.499721,7.691280,0.001262,6.676357,18.514317,21.878367,0.133261,0.010109,0.000722,17.910164,0.184578,4.101781,0.028700,63.472428
19.986968,7.837311,0.000965,2.884519,3.485681,47.861374,0.176348,0.053779,0.049898,19.008609,8.997695,4.992725,0.049734,74.906628
11.305045,7.216328,0.001617,0.145093,4.175221,33.698065,0.066584,0.058226,0.028384,14.042804,10.551700,2.281947,0.002690,51.753143
12.948646,6.782572,0.003910,3.116010,4.475892,34.366462,0.219657,0.001311,0.050631,3.727878,6.803329,1.530849,0.008028,48.500460
11.019054,7.434892,0.003812,0.299503,17.283371,15.568114,0.389089,0.056556,0.039544,6.903124,11.608834,0.713271,0.040899,42.823503
27.062648,8.056269,0.005636,6.384598,18.951404,39.832091,0.494979,0.040076,0.084845,14.044486,10.294053,0.334767,0.036943,86.561667
7.621828,8.462389,0.004945,7.160660,6.009055,39.299133,0.446449,0.016437,0.078607,11.883371,5.921175,1.275028,0.047348,68.330363
9.944387,8.604054,0.007710,9.224044,11.228797,43.217823,0.465534,0.009663,0.090522,7.828095,5.213239,0.743256,0.016252,78.454543
8.532131,8.361195,0.004955,5.704159,9.732135,34.716339,0.307608,0.076193,0.033505,13.576394,8.107608,0.421948,0.035327,66.723018
8.539993,7.019383,0.005983,4.217823,8.054009,9.459383,0.433027,0.065165,0.058662,14.092713,7.878106,0.186318,0.007739,34.266834
29.667616,7.315290,0.005154,4.385518,11.943367,41.208290,0.444786,0.082502,0.038370,2.669188,13.488420,0.489987,0.044871,70.088534
9.357784,7.695300,0.007474,2.715015,15.318744,38.140945,0.295922,0.008629,0.087526,19.763637,0.877122,0.927587,0.032042,75.190037
18.337081,7.101207,0.007426,1.099671,11.691770,36.426665,0.247314,0.034781,0.058629,13.984534,10.049288,4.213706,0.003740,65.403329
26.443503,7.895221,0.006557,4.748900,1.973908,24.502873,0.348091,0.001158,0.095186,9.646734,9.237449,3.753052,0.019007,42.542570
24.199985,7.682457,0.006362,5.872492,19.034887,45.643795,0.162924,0.058514,0.060543,6.793798,2.228075,0.761314,0.010765,82.709758
23.864858,7.522373,0.002109,4.046179,2.245561,23.279388,0.230056,0.094086,0.066096,2.697435,12.606899,2.280658,0.033291,36.260223
15.399440,7.122517,0.002403,8.030012,7.689439,15.306801,0.236842,0.004953,0.008236,19.365167,7.931355,2.648490,0.002681,48.981977
11.236515,8.504425,0.002827,3.996141,4.322228,11.656020,0.048540,0.034702,0.081721,13.625635,2.745328,2.699184,0.046348,28.498824
19.693476,8.752503,0.003773,8.442827,12.742949,5.956522,0.469908,0.028213,0.063784,19.487679,3.974780,4.298196,0.018975,44.124626
23.537736,7.964112,0.008843,1.171397,16.900642,36.145631,0.154259,0.013815,0.098553,14.284800,13.086326,3.606192,0.044721,72.800918
23.213310,6.977003,0.006975,6.929437,4.675954,13.935649,0.109985,0.084134,0.013435,16.697896,5.654112,2.456358,0.023436,38.993052
27.004705,7.984962,0.004053,7.117713,3.128136,17.906479,0.057180,0.060031,0.077911,15.526037,5.777169,1.462208,0.044158,41.370224
9.881538,8.388670,0.007524,5.838438,7.693101,1.473337,0.091002,0.065079,0.083538,7.912863,10.623286,3.593012,0.038819,22.092713
23.893793,8.024769,0.007180,9.993846,9.820040,12.331260,0.489782,0.060589,0.094165,1.321828,4.098465,2.014870,0.022801,36.956559
13.980308,7.677035,0.008598,4.807709,7.216523,27.140402,0.388256,0.027047,0.018706,17.673808,0.433054,3.912501,0.004906,54.693533
21.854643,6.614783,0.004448,4.414603,17.877258,24.150155,0.167546,0.014635,0.070350,18.263286,3.731542,4.543551,0.041247,63.401840
10.929448,8.286856,0.001242,9.536566,1.667926,43.735382,0.150477,0.023839,0.062981,11.572951,1.920410,3.402684,0.025332,68.938512
23.655893,6.612441,0.001901,2.285930,2.946899,25.759457,0.271045,0.013656,0.089860,18.782453,11.410527,3.112963,0.046637,49.341056
9.140602,7.367017,0.009089,2.589120,11.179147,4.781070,0.170982,0.074478,0.028185,14.565421,9.120188,0.634111,0.037959,29.989032
25.507666,7.258993,0.004674,1.602164,13.444321,9.874602,0.164991,0.027779,0.023339,0.771537,3.289251,3.020365,0.025855,24.604674
10.012619,7.275246,0.002249,3.167407,11.939300,44.377548,0.284194,0.077374,0.095339,19.677008,0.472033,4.484527,0.026705,79.120067
27.705278,7.371092,0.003114,8.068625,18.687771,39.240802,0.190681,0.082250,0.043826,15.547010,12.789578,0.302858,0.042963,88.846965
22.058054,8.668462,0.007746,9.278898,9.729780,24.761900,0.291966,0.071412,0.076903,8.846500,11.129538,4.628345,0.046812,58.145455
17.503194,7.323582,0.004738,2.679744,5.659260,24.350880,0.009496,0.021697,0.098307,4.848977,3.741560,2.377232,0.022492,36.277610
25.382469,6.547268,0.001886,7.420014,3.137247,20.394150,0.237333,0.010554,0.073071,6.890100,4.639081,0.559472,0.025139,38.182481
9.092291,7.388200,0.001661,5.910918,10.666733,48.485969,0.033825,0.088570,0.054847,18.484765,11.999350,1.341738,0.039177,88.568188
28.440282,6.945138,0.002166,7.908037,13.906440,18.944929,0.210515,0.024752,0.016540,7.558983,8.439455,2.681525,0.003680,51.533338
6.906809,8.446232,0.001794,7.037770,0.583808,36.007212,0.052821,0.014106,0.085533,11.255669,2.221892,4.962163,0.029380,54.306957
23.511215,7.057191,0.000109,5.843577,13.124233,28.564086,0.423658,0.095757,0.023751,4.439845,10.746873,3.145824,0.000209,58.779308
18.980951,7.524040,0.008795,7.924554,9.722524,2.512369,0.222215,0.095830,0.091570,9.160239,4.745985,2.619210,0.001520,27.465374
10.723095,8.789889,0.009828,6.099747,8.176159,45.564687,0.295175,0.040699,0.019912,13.146440,4.777024,0.133443,0.030348,76.286385
8.735516,8.454101,0.002765,8.658383,3.053848,36.941009,0.400926,0.050530,0.026028,2.366774,10.650630,1.774073,0.012637,58.563557
17.473786,6.778940,0.000229,7.030024,6.968486,25.395028,0.467992,0.041995,0.088835,13.767202,9.835467,3.243666,0.009557,56.043229
15.156783,7.501394,0.002860,5.002619,1.577344,47.975004,0.052760,0.049377,0.048844,14.876378,13.758783,4.656041,0.046797,74.326359
12.564249,8.458822,0.001220,6.545511,0.197592,17.772143,0.009136,0.077377,0.023647,3.076396,5.449193,3.715288,0.010445,27.147532
24.994573,8.012100,0.007224,1.940161,2.654655,6.054873,0.363288,0.071213,0.078318,19.185854,13.966280,4.829596,0.027581,27.333371
5.499108,7.486290,0.004559,4.140301,12.658951,28.689273,0.163723,0.095365,0.089645,4.429596,8.915117,2.825632,0.001375,53.940077
5.694906,6.900113,0.006321,6.109389,7.997551,27.826069,0.019111,0.010682,0.022933,16.804228,0.927645,1.705897,0.049627,55.885878
11.589910,7.829575,0.002255,1.673344,0.764935,21.503110,0.130776,0.021115,0.096604,6.759561,10.999449,4.338565,0.025772,31.237509
6.877849,7.652276,0.007498,0.911947,2.984902,17.828140,0.245381,0.050628,0.056284,15.142878,4.496614,3.884516,0.003571,32.065744
21.282232,7.265566,0.003292,8.903914,14.177527,22.467223,0.017548,0.047909,0.026202,8.416623,7.828875,3.317307,0.026088,57.130835
29.789599,8.999828,0.009514,3.250635,1.456670,40.414353,0.205349,0.003686,0.008453,14.462214,8.685150,1.916363,0.043728,61.253578
6.159087,6.889079,0.001240,3.596702,0.744197,44.824816,0.314733,0.009653,0.092279,3.804326,1.332853,1.335519,0.037008,55.429399
28.235110,7.899107,0.005721,3.665076,6.745357,21.904135,0.186555,0.003329,0.077142,14.020238,0.653617,4.433378,0.003252,42.814150
20.125354,6.550662,0.002254,5.770314,0.445539,11.544808,0.480533,0.066131,0.001122,6.294630,4.476255,2.337425,0.020027,22.905956
17.538045,6.765237,0.006396,3.656181,6.454082,25.035908,0.100487,0.003851,0.042511,5.937074,5.230638,2.870475,0.025847,41.312212
7.902652,6.897178,0.002817,1.103995,17.721396,22.353934,0.120000,0.074070,0.090652,5.517076,6.396996,3.092433,0.034471,47.708394
7.842440,7.143793,0.009348,1.584634,14.605654,28.116720,0.074252,0.055724,0.069518,9.563016,9.809133,1.627189,0.048112,55.845357
29.753795,7.306419,0.001281,7.051974,14.504114,8.757328,0.308359,0.056691,0.065838,13.218611,1.695164,4.877696,0.004324,41.628818
17.641448,8.877153,0.001173,3.689361,2.077693,46.077407,0.202035,0.098304,0.066902,10.029473,5.403079,1.441399,0.036886,64.087070
17.719822,7.075670,0.009255,7.737773,1.401869,6.646576,0.106442,0.039706,0.026013,0.716714,5.200418,3.409528,0.011027,15.554164
19.964356,7.733183,0.000552,1.884849,5.661498,11.111184,0.110960,0.095455,0.050916,8.242838,10.956935,3.562688,0.012497,26.165780
24.006874,6.802047,0.004990,5.585185,8.659239,43.348868,0.286741,0.091624,0.025862,0.202680,12.167445,3.816611,0.024504,67.119387
12.201160,8.973477,0.002500,1.873317,14.742455,44.117093,0.085176,0.053684,0.046471,15.951485,9.872336,3.208179,0.021944,79.815693
25.321402,7.712227,0.006262,8.096465,3.995203,47.653921,0.032982,0.077050,0.001891,7.881008,10.242077,3.778164,0.036560,74.127572
29.083594,7.979606,0.008619,8.551383,13.950582,2.715144,0.317351,0.080024,0.017714,4.785869,0.955563,2.265990,0.007722,29.550544
26.769398,7.564778,0.002917,2.688554,14.050513,28.131408,0.449526,0.048746,0.092829,9.110385,5.136972,2.286600,0.014751,55.986051
28.046710,8.355450,0.002493,4.148577,5.873055,35.877615,0.153193,0.064479,0.064116,11.154066,8.769982,4.326843,0.018791,59.692964
17.761636,6.747987,0.004834,0.200144,1.488237,3.028414,0.310349,0.022258,0.011239,1.130793,3.888484,0.808340,0.000278,1.611721
22.734161,7.153309,0.008940,1.201937,2.462297,4.555713,0.060584,0.001306,0.058389,9.669358,1.653227,4.141585,0.040241,11.174517
20.166622,6.788337,0.003484,1.315523,19.731040,26.338560,0.259299,0.060643,0.055708,15.779123,11.881322,4.107528,0.011169,65.933493
7.876015,7.120485,0.000558,7.892318,6.246942,46.371342,0.452125,0.070687,0.038704,3.039351,2.484104,3.768400,0.018714,69.970962
