Sıcaklık,pH,Hg,Pb,Cd,Yağ,K.O.İ,Sülfür,TP/CR,Nitrat,Azot,Fenol,Fosfor,Y.A.M,Siyanür,Organik-Karbon,Çözünmüş-Oksijen,Florür,Tarımsal-Pestisit,Mutasyon (%)
12.681940,7.184785,0.004088,0.081606,0.003237,3.122822,125.164771,1.332004,1.818778,2.605221,6.536725,0.398229,0.071606,4.520812,0.051826,2.165442,9.544039,1.842730,0.011069,44.444726
17.915611,7.321178,0.006494,0.038258,0.006266,6.362237,120.920738,19.185602,1.849901,37.567908,4.609735,0.451786,0.075574,1.780917,0.089435,10.988911,8.951826,0.657081,0.006720,51.286058
6.207697,8.037749,0.006135,0.075538,0.004754,0.089431,39.208218,19.043005,0.482167,24.976394,3.214747,0.324940,0.054497,4.838378,0.090144,16.268271,7.586877,3.842386,0.000847,32.702806
5.379019,6.970371,0.001544,0.083022,0.000814,2.514806,131.286252,0.202233,1.595609,43.963047,8.668847,0.429657,0.016764,1.953640,0.079655,14.210606,11.588858,3.194608,0.007636,53.469615
7.596624,8.955705,0.008690,0.038873,0.006580,8.549669,191.740251,8.002311,1.042279,23.164279,7.232657,0.216443,0.094985,0.398983,0.057757,5.330798,1.271939,2.856001,0.000517,78.149426
21.331172,7.827169,0.004382,0.054110,0.004614,0.430054,170.346857,2.009355,0.902697,6.706197,7.510520,0.400547,0.008337,0.977966,0.001947,18.205172,2.778071,2.253474,0.022218,81.451724
29.923979,7.983571,0.008093,0.009115,0.006106,3.299474,95.861111,18.902189,0.285026,21.678282,5.554039,0.406731,0.093766,1.463340,0.082683,3.790947,13.042632,2.456780,0.043689,32.269351
19.685389,6.901251,0.000261,0.016713,0.008093,1.028940,115.940506,11.359650,1.167623,45.310483,9.775206,0.441100,0.098287,1.069312,0.002556,17.581734,2.557092,4.712741,0.000158,68.034607
5.791295,7.319021,0.000930,0.048975,0.008296,7.683694,107.127210,3.970917,0.814058,26.233446,4.285439,0.302508,0.063678,0.676815,0.059940,11.092309,0.633966,0.374680,0.010896,70.757903
29.602563,7.592204,0.001022,0.050706,0.003087,5.595589,54.454069,19.373165,1.156600,8.369591,0.811335,0.120317,0.086633,1.042343,0.057088,4.465139,8.186374,4.147065,0.026621,22.318738
10.928204,7.968737,0.002784,0.019833,0.005973,4.329872,66.691267,4.549349,1.133338,25.887916,9.051651,0.143188,0.034756,3.656988,0.061979,12.620140,7.789884,0.256179,0.041526,31.679181
14.359553,7.859352,0.009425,0.077686,0.005492,5.916061,158.397577,4.361013,0.935230,47.423011,3.568291,0.442538,0.097356,4.105571,0.014125,19.493212,5.130427,0.610532,0.036225,74.487900
6.658928,6.518519,0.002865,0.075910,0.003093,4.018534,3.054450,5.942908,0.194791,25.773563,8.150022,0.169402,0.065480,4.101843,0.096644,18.721472,11.025740,3.393363,0.021090,19.194683
25.239069,8.637482,0.008843,0.076077,0.005378,6.519387,69.224807,18.994796,1.290022,15.691569,3.816124,0.026149,0.005764,1.984119,0.099332,11.914490,8.084010,1.803684,0.040064,35.971175
24.799977,8.730350,0.001410,0.043874,0.007105,7.388404,175.133836,6.723887,0.292246,1.351524,2.033333,0.346410,0.087084,3.729390,0.008621,5.337632,11.970513,2.633730,0.023959,50.356198
24.525542,7.435889,0.003607,0.019808,0.000675,3.335773,183.562979,10.494241,1.480877,23.246031,7.320520,0.009417,0.048769,3.810003,0.070325,3.841912,2.350794,1.309522,0.031487,67.965083
25.270133,8.970680,0.000572,0.081425,0.006896,8.011386,6.740926,15.949727,0.822800,1.852306,4.782460,0.186324,0.052517,1.511912,0.083926,0.904894,9.231576,1.966722,0.007411,11.304093
7.105806,8.946066,0.005115,0.033203,0.006445,2.806373,183.158693,12.258667,1.945691,2.303390,1.840716,0.071114,0.052086,3.789606,0.056269,18.953909,4.481312,2.701458,0.032190,71.552361
22.717444,8.799176,0.007454,0.059678,0.004841,8.839801,104.750495,19.443503,1.953424,46.696163,5.694726,0.111886,0.025796,0.782015,0.073226,4.162727,7.342647,4.444499,0.044052,37.640178
10.461272,8.394427,0.002531,0.089626,0.007819,0.588110,169.872570,15.164767,1.504663,38.451257,9.917248,0.275832,0.095091,2.033416,0.079636,16.197410,3.673029,4.217098,0.025801,75.541969
8.990522,8.570125,0.003768,0.048868,0.002107,4.478530,24.236117,18.040916,0.679200,25.374759,9.758152,0.445487,0.034782,3.798808,0.067893,4.682617,10.438830,1.686472,0.003538,17.597488
17.937511,7.378731,0.003886,0.024137,0.009262,6.139974,4.218502,19.169085,0.337241,45.792048,7.319243,0.118401,0.088493,3.178137,0.060232,1.939857,8.672558,2.883741,0.014484,5.469386
19.172967,6.962248,0.007974,0.008166,0.002352,4.903069,15.395258,3.483920,1.214643,25.797723,8.720328,0.487195,0.097205,3.472175,0.028936,19.700237,7.073013,4.789704,0.011938,27.703849
23.757342,6.566566,0.000965,0.029299,0.000265,4.232315,26.518910,12.930538,1.327022,14.409632,3.555570,0.255860,0.040661,3.644131,0.064903,7.179326,11.517773,1.337966,0.012089,16.398537
6.928330,8.058466,0.003715,0.054968,0.005123,2.721385,48.129684,11.849446,0.116164,3.961728,7.692817,0.101928,0.017891,0.751050,0.028279,5.057745,2.986589,0.424944,0.026707,35.595770
13.391081,8.592977,0.003135,0.007762,0.000804,1.181737,91.768662,7.728341,0.660279,26.359809,7.884113,0.072033,0.066357,2.167198,0.042987,1.717167,0.027708,4.091175,0.015169,53.560384
18.092386,7.739053,0.007210,0.012521,0.003569,7.524762,61.520888,18.985437,1.811096,18.591445,3.602025,0.110021,0.090682,2.573746,0.092609,6.899033,0.746207,0.948154,0.031041,49.418911
16.354790,8.519347,0.009088,0.057490,0.007714,5.504530,114.713593,6.794266,0.500845,17.386648,8.683597,0.191525,0.074814,1.117480,0.009224,0.763763,10.386933,4.409754,0.009722,31.993294
13.280283,6.728609,0.009509,0.080901,0.002197,6.912660,181.011475,19.187215,0.726200,10.210444,5.630327,0.429710,0.026922,4.117573,0.010615,7.928472,10.565960,1.683696,0.002184,64.376085
11.260304,8.940010,0.009800,0.043017,0.003569,8.962888,139.562812,16.919332,0.254855,6.493459,7.420134,0.195229,0.005305,3.558238,0.000191,9.340874,12.556522,4.384058,0.037023,46.103000
20.293874,8.106183,0.007361,0.042628,0.009823,3.358923,197.608364,0.460467,1.812063,39.033552,1.966322,0.179786,0.005818,0.147834,0.041857,2.911136,4.640025,4.720396,0.001521,67.909654
11.123645,8.921609,0.003607,0.008187,0.005703,8.696055,14.376635,9.519814,1.758550,2.996241,9.470121,0.108532,0.053864,1.598027,0.053837,2.402625,9.375183,4.849530,0.046506,3.108684
26.677400,7.420293,0.008206,0.070720,0.000519,4.995767,186.466810,7.613025,0.491739,43.299345,1.710296,0.291570,0.012744,2.508758,0.018371,3.519845,9.933942,4.353870,0.044706,56.408618
20.189237,6.860892,0.006115,0.080148,0.008757,3.367297,61.089046,18.280944,0.298134,1.672211,6.713699,0.184070,0.020745,4.377415,0.022738,19.346582,3.151995,2.300001,0.038606,53.849856
26.443973,8.602937,0.002877,0.047459,0.002139,6.285231,142.839882,6.114953,0.541126,36.614851,9.240809,0.223825,0.046913,3.548804,0.048723,3.292736,8.972334,0.661434,0.009762,42.029450
8.753615,6.635758,0.009620,0.033049,0.008677,2.898099,20.774924,14.904697,0.815658,8.092532,2.322551,0.473302,0.080961,2.255337,0.089187,18.156463,3.147490,0.424904,0.042954,43.843685
24.039036,8.248921,0.008728,0.059467,0.000733,7.917552,127.029101,14.585153,1.101353,1.034051,8.254316,0.175973,0.011414,3.296901,0.038358,1.476693,10.631701,1.299601,0.049867,36.766210
6.350230,6.941625,0.007647,0.059458,0.006832,1.752341,58.378018,11.530656,1.006865,29.080826,1.106378,0.232715,0.082026,3.219417,0.053795,11.395260,7.357771,1.088214,0.037575,31.227618
27.174779,7.019975,0.002802,0.069420,0.005985,1.422991,144.674404,13.810996,0.456384,37.137879,6.051341,0.044032,0.006685,3.205581,0.026233,4.613963,2.901660,2.970098,0.033393,60.659030
5.835222,6.852121,0.001194,0.079101,0.005394,4.513311,4.894151,13.263768,0.974086,23.334065,7.759158,0.371659,0.033371,0.825818,0.005373,3.414815,8.323237,2.215862,0.027439,12.855912
22.534535,8.590823,0.005756,0.030307,0.009320,7.813104,7.164689,4.398170,1.942250,16.575978,8.368104,0.392255,0.061797,1.409717,0.039567,13.534493,9.339300,1.043159,0.009111,21.260905
9.514725,8.754208,0.001172,0.014492,0.006690,4.796084,24.786319,19.469239,1.206659,35.518731,4.828140,0.269014,0.072243,1.604993,0.017231,4.135892,7.362036,1.886299,0.044039,15.781338
11.208904,8.837206,0.002056,0.003470,0.005424,5.299370,95.759877,11.819030,1.255260,25.859874,7.809961,0.350739,0.066130,3.634096,0.083170,4.788647,13.796529,3.328846,0.043230,25.501580
24.395135,8.559141,0.005262,0.057180,0.006698,4.023493,195.897281,10.450484,1.071239,15.985810,4.014983,0.147319,0.014426,2.571773,0.048868,5.867514,0.833256,3.180319,0.036656,88.046671
20.072903,6.831992,0.008806,0.055240,0.001871,5.813706,170.386103,19.931494,0.340030,9.118793,4.007553,0.403774,0.074406,4.894089,0.012847,7.802392,7.758747,3.235900,0.044405,60.222830
9.738992,6.953527,0.008044,0.031157,0.000730,1.907315,60.229816,5.147296,0.180265,24.117637,3.842702,0.445655,0.038827,2.413991,0.075495,18.603051,8.741669,3.488216,0.002390,35.222062
19.835292,7.907998,0.003142,0.006876,0.001249,8.806527,6.819412,7.239547,0.923412,35.811605,4.016257,0.205478,0.084394,1.260127,0.019529,17.567779,6.624033,3.976834,0.033405,23.345387
12.317900,6.754341,0.002262,0.054228,0.003334,4.412501,56.580694,18.838892,0.904537,49.739819,5.175057,0.128518,0.018914,1.172644,0.035203,13.998717,9.922756,2.770483,0.002742,29.245304
14.312010,6.504501,0.003929,0.096872,0.007205,5.258984,143.103708,3.440801,0.686900,10.599105,4.609687,0.237355,0.007833,0.639419,0.068881,7.149907,6.245920,1.158042,0.003403,55.153406
14.591097,8.706175,0.002802,0.044239,0.008685,3.206408,189.445636,3.574750,0.743411,49.275933,9.068238,0.383172,0.009586,3.005960,0.024515,17.749377,4.385945,0.292110,0.043010,78.178083
25.084857,8.406559,0.003746,0.078306,0.000401,1.309543,99.399031,7.415642,1.174637,44.957413,4.059085,0.061007,0.002795,0.996335,0.016305,9.301747,12.087447,1.012569,0.008967,35.944616
9.263200,6.929102,0.004035,0.061751,0.007210,1.901988,115.124565,4.648717,0.698119,15.018496,8.636314,0.257365,0.031924,0.154071,0.059988,13.704023,8.697992,1.994938,0.033051,45.474846
16.797017,7.347154,0.007414,0.054445,0.008917,1.519123,186.610606,7.535040,1.019288,21.014920,0.888616,0.292835,0.094788,3.362778,0.029278,7.232285,3.730693,0.785363,0.011045,70.711162
7.367447,7.976586,0.005354,0.037226,0.006016,7.250775,115.887092,18.354245,1.709432,36.073401,9.832837,0.439094,0.035497,2.365557,0.056386,16.821570,4.182797,4.734473,0.007735,59.157611
10.259197,8.783012,0.001393,0.044005,0.002024,1.827677,90.240232,16.943634,1.206131,30.813681,8.340748,0.493719,0.064534,3.659779,0.058456,12.358071,0.232391,2.774623,0.001199,71.855592
7.177592,8.670521,0.009003,0.012227,0.000651,4.293510,116.762259,11.025912,0.822288,46.297291,0.880242,0.037898,0.077592,1.227936,0.030239,17.772551,10.959606,4.607151,0.011864,39.704133
19.727586,7.225223,0.003941,0.037127,0.002776,1.886750,158.330659,15.545409,1.500603,37.319894,2.152698,0.127527,0.089480,2.713241,0.051851,6.127971,3.654381,2.093963,0.045797,61.866757
20.725225,7.819359,0.009502,0.093617,0.007096,9.602120,90.530112,16.650982,0.607062,1.551494,2.718286,0.273463,0.042602,3.278802,0.052517,3.854314,7.532344,4.626965,0.045456,39.212327
7.332043,8.257114,0.002588,0.015977,0.001468,7.239926,57.187919,1.490939,0.336765,6.325681,2.726090,0.405852,0.061899,2.003387,0.077337,16.967206,7.968590,0.610046,0.036675,32.794590
6.134834,8.203852,0.002654,0.023904,0.000896,8.599816,196.522249,14.601001,0.584928,37.720937,0.878952,0.255563,0.078974,3.319156,0.063576,14.179479,7.563850,1.621721,0.015771,61.435474
27.430533,6.882673,0.006486,0.058777,0.003358,6.373087,36.988040,4.911132,1.240511,5.290230,8.238208,0.075741,0.065596,3.246469,0.088355,0.664183,0.449937,4.359828,0.017977,45.687579
22.373317,8.008222,0.000898,0.098846,0.002459,1.697200,168.891649,12.946464,0.338359,18.963415,6.274669,0.147078,0.046800,0.277475,0.002864,4.713751,3.432527,1.975756,0.018268,70.998781
27.909407,7.447316,0.004226,0.094397,0.003706,3.576905,142.630781,7.065803,1.506887,17.423767,0.473898,0.159485,0.069834,3.253184,0.023793,9.498165,3.609535,3.422956,0.008282,66.134651
27.989658,7.739238,0.009998,0.070508,0.003383,6.200040,162.706388,5.912094,1.065185,26.723962,6.298739,0.032652,0.075501,2.002928,0.026514,1.840932,11.087387,3.793499,0.025635,46.693034
29.048148,7.686576,0.000912,0.065133,0.008192,5.300213,53.584849,19.624946,0.516013,35.804854,8.127065,0.185448,0.021042,2.162610,0.039995,8.939331,9.547321,3.264759,0.005528,28.777320
15.621559,8.415340,0.002398,0.062880,0.009914,3.239913,188.143666,7.265027,1.553829,14.968101,9.585177,0.294347,0.074798,4.880482,0.004319,2.202655,7.257991,4.256631,0.040269,59.656054
23.840972,6.560526,0.001133,0.002602,0.008522,1.870211,102.032493,6.132329,1.930235,36.642206,8.501309,0.157572,0.046601,1.789809,0.087046,6.215356,11.246076,3.646955,0.049908,28.832751
22.833500,7.999140,0.006086,0.069315,0.003890,7.939193,8.403361,10.447278,1.993503,30.847758,0.143987,0.467971,0.070111,0.926239,0.016652,8.097235,5.648663,4.483177,0.001022,28.172559
8.658159,7.149476,0.005360,0.080789,0.005394,0.312089,53.356527,13.690262,0.805544,38.346644,6.431808,0.383484,0.021345,1.470056,0.042939,9.010089,7.413242,4.685167,0.009675,35.045922
13.570917,7.049176,0.003384,0.054989,0.007970,9.898325,129.944736,14.422448,1.456281,0.289521,7.578562,0.466998,0.012412,2.868543,0.077703,0.536929,0.607542,2.957750,0.017817,68.879064
18.035212,7.606262,0.007877,0.068184,0.008203,7.060177,15.838813,11.092764,0.899704,10.454386,9.696576,0.172130,0.092817,3.155595,0.043800,4.608606,2.690748,1.370534,0.027655,31.691420
25.350753,7.433224,0.008544,0.046490,0.000677,8.889134,105.583590,8.007036,0.104879,32.257914,2.673156,0.435124,0.010877,0.670760,0.067959,10.859105,10.926264,2.691600,0.018798,43.238698
6.399521,7.684465,0.007513,0.065628,0.006138,3.363372,51.110258,7.510550,0.489142,5.858391,4.823313,0.109636,0.086881,2.803581,0.067088,7.082575,0.078846,4.445138,0.045334,55.135779
14.511005,6.849384,0.001987,0.050892,0.003320,5.543956,31.113105,3.115110,1.285448,23.570293,5.902075,0.153422,0.071052,1.850400,0.038274,13.463574,10.571380,2.053905,0.037848,21.078392
8.321553,7.253016,0.001355,0.055279,0.008941,0.908220,158.562737,6.457045,1.163407,22.438630,9.186127,0.453957,0.041578,1.621292,0.024243,4.865355,8.455171,2.129361,0.028231,51.135461
21.166597,8.386866,0.008078,0.038158,0.003469,7.894068,95.194773,9.898235,0.325072,43.010463,0.224790,0.145906,0.078151,2.113073,0.019433,16.230518,2.004804,0.876046,0.024233,63.211462
20.253561,8.506120,0.007347,0.015051,0.003463,4.780143,29.890518,19.289989,0.871064,40.615922,1.171610,0.343028,0.072427,2.584301,0.073796,16.840327,7.088984,0.433188,0.027385,31.094282
24.009834,8.819465,0.005737,0.090042,0.004484,0.998008,192.079928,19.154212,1.548528,7.742647,2.717022,0.259461,0.051653,3.776716,0.087876,19.698156,13.394239,4.469083,0.000029,68.739625
24.106586,7.618826,0.004052,0.063802,0.008028,4.040403,69.395886,1.659526,0.949950,37.349507,9.541228,0.398991,0.017588,3.472952,0.088779,1.329371,2.025460,0.697683,0.032487,46.190066
8.576892,7.628749,0.000883,0.055296,0.009232,2.366905,125.035503,8.360110,1.275277,31.584045,2.570685,0.253371,0.001733,4.696792,0.036022,19.855582,6.551135,0.396140,0.019586,55.777997
12.650055,7.003968,0.005207,0.059838,0.001218,3.788377,52.788887,8.758677,0.315347,4.678562,7.384411,0.331624,0.082566,1.987669,0.090485,7.593614,3.756596,0.944734,0.037957,40.735324
19.393380,6.565292,0.002910,0.003787,0.002187,4.715675,96.982247,13.982491,0.711149,17.719638,5.447966,0.451090,0.066584,3.549867,0.010392,13.978410,8.775610,4.901342,0.049663,41.992102
20.157904,7.086058,0.006992,0.016235,0.008024,8.883841,94.791363,1.006980,1.255188,29.688218,2.534054,0.027888,0.058387,2.482640,0.070570,1.457938,6.602137,3.446268,0.037321,27.463923
10.459918,8.841387,0.001933,0.052199,0.000259,1.186824,158.831747,4.440128,0.843402,28.191630,0.553026,0.376503,0.092423,0.187665,0.049771,13.303787,0.008082,0.496056,0.035797,91.589951
19.526514,8.969520,0.002945,0.044482,0.006973,2.901731,159.301973,5.312625,0.166859,44.397120,6.419895,0.359849,0.078120,3.538760,0.016825,13.634923,5.761280,1.665417,0.002833,66.075352
27.365096,7.478853,0.004586,0.084537,0.009086,0.525187,99.256153,3.977610,0.678736,1.541035,7.430298,0.155996,0.033435,3.305024,0.090577,4.916800,13.146465,4.900561,0.045917,36.182593
13.832332,8.363631,0.008837,0.097481,0.004375,3.251992,85.114289,19.971826,0.176025,9.425182,0.628712,0.013174,0.001666,3.609982,0.064403,3.932585,12.660763,0.916049,0.044070,28.471555
6.538443,8.470925,0.000102,0.004924,0.004836,8.549877,167.351369,4.153391,0.367103,18.816787,6.947696,0.334817,0.064164,1.264742,0.086246,4.709208,3.020747,1.821044,0.011595,60.762613
11.899991,6.867309,0.008510,0.008901,0.007679,3.257283,133.439125,18.251193,1.464124,26.587919,9.179240,0.157230,0.062134,4.264907,0.086960,2.764276,0.815420,3.924617,0.012430,64.792744
15.900679,7.987093,0.001242,0.019824,0.000521,7.038401,172.688968,5.343641,0.888672,23.088626,8.362272,0.249213,0.020186,2.228913,0.068259,2.295411,8.073667,1.369106,0.022611,48.836955
8.318139,8.673400,0.005408,0.040474,0.006657,6.043151,4.437008,0.702420,0.994252,21.964095,3.925203,0.373861,0.038742,0.550859,0.094516,16.223153,0.923126,1.752155,0.021740,45.659248
9.263127,7.287653,0.004568,0.062170,0.007963,6.749777,78.204413,19.654508,1.602670,26.698300,5.143748,0.212003,0.078799,0.598414,0.027055,11.158007,11.739584,1.908730,0.034534,33.525990
28.641118,8.938396,0.004354,0.021985,0.004411,8.671772,35.093621,19.729272,1.607234,36.251723,8.392533,0.413981,0.074773,2.198932,0.021123,19.890967,11.821782,3.272406,0.035829,29.363634
17.641581,8.451638,0.001637,0.040497,0.003401,5.470333,33.855691,13.227519,0.485114,24.667057,7.915008,0.369828,0.044313,4.803220,0.006525,6.037984,3.423264,0.420042,0.036976,33.060306
8.898983,7.677291,0.002058,0.064723,0.009957,2.800709,97.458571,10.666574,0.705015,31.720844,5.506673,0.091476,0.081125,0.651168,0.021031,11.605558,0.369315,2.469710,0.001683,69.233447
27.653650,8.919544,0.004616,0.053207,0.003921,3.545348,132.725619,1.709366,0.368820,32.264965,4.617689,0.352109,0.060089,2.315522,0.083022,14.689538,2.741503,1.645977,0.001531,70.361605
19.355367,8.158472,0.002387,0.005429,0.003324,3.347588,9.394357,3.462604,1.231267,30.154541,5.595041,0.424478,0.073516,3.289075,0.043126,8.196739,2.156015,1.678508,0.040222,32.727183
8.546152,8.504557,0.009435,0.014352,0.003803,9.183031,18.528517,7.353404,0.719943,31.353165,4.054445,0.331786,0.096962,2.433372,0.051132,0.524053,8.552439,0.973304,0.018676,5.425124
14.198090,8.737946,0.009165,0.065653,0.000294,2.698555,181.086537,4.155897,0.910219,37.848315,2.386372,0.210474,0.093458,3.959292,0.010444,10.381606,6.708822,1.633425,0.010993,66.062247
18.304421,8.936816,0.001331,0.045120,0.007880,0.622877,26.151982,9.656545,1.017917,29.635004,1.275774,0.311794,0.067369,2.949131,0.064063,19.358248,4.986474,3.728763,0.024790,36.322013
28.386454,8.706872,0.009922,0.051711,0.000811,5.249996,159.964888,7.774910,1.517173,42.956769,8.182026,0.115666,0.010754,0.313682,0.069184,3.708774,6.488501,0.198464,0.019536,54.338626
8.620360,7.477249,0.001721,0.093263,0.003629,9.854950,107.010525,19.661090,1.895239,14.656481,8.172929,0.067754,0.071381,0.771547,0.054752,8.666261,9.456289,2.767427,0.029410,42.045213
17.008670,8.675763,0.001283,0.044514,0.004207,2.696542,16.101423,12.423430,0.201633,12.279853,6.468867,0.220665,0.033894,1.015879,0.007846,3.854999,3.643631,1.323087,0.002115,25.862176
8.608453,7.934492,0.006159,0.073137,0.000912,4.036543,174.848492,4.407865,0.210107,11.406167,9.945169,0.042667,0.081148,1.081803,0.073018,3.762345,6.838910,1.607228,0.047020,53.852114
13.029536,7.987230,0.000262,0.077308,0.005339,7.726388,134.768701,15.324744,1.675879,31.824188,2.910482,0.166347,0.087558,4.799547,0.053247,9.994201,0.916112,0.677012,0.000653,77.052769
16.834087,8.664660,0.009438,0.044474,0.009772,8.394393,153.334290,17.847152,1.047668,34.467439,7.679041,0.442733,0.065206,1.800874,0.088640,2.019797,12.388048,1.318241,0.032960,44.194608
24.232013,7.024793,0.003984,0.010088,0.003732,3.277441,195.178268,16.983123,1.413376,36.931105,8.541001,0.415382,0.016718,2.709665,0.036891,0.178849,10.015647,1.356142,0.034846,49.584432
10.474156,6.603508,0.009766,0.063515,0.004504,1.432375,61.374843,18.680922,0.331432,8.862809,7.835972,0.255172,0.088137,0.548468,0.097341,16.351480,3.181269,0.538273,0.016662,51.285725
28.757523,7.108348,0.001272,0.050325,0.009771,0.545350,37.609326,11.437251,1.685035,27.500213,0.455420,0.058214,0.066481,0.728364,0.095895,15.623856,11.493230,3.986237,0.006214,24.297988
21.522239,7.097267,0.004745,0.042082,0.002250,3.829980,124.938471,6.787602,1.157038,8.312070,4.668610,0.175847,0.017924,2.571338,0.062862,7.812738,1.753460,1.934271,0.048000,64.424411
14.159654,7.282071,0.007630,0.014607,0.008344,5.744654,32.264270,3.853860,0.945584,8.503695,6.250641,0.330865,0.019016,3.056653,0.076979,14.885551,7.745192,3.996703,0.048608,28.087312
7.350465,8.854836,0.009620,0.012205,0.003660,9.679375,131.475786,16.106941,1.124944,24.212705,3.783579,0.413079,0.087011,0.789797,0.064972,10.655397,7.540678,3.259053,0.015792,50.664516
10.918191,8.809785,0.001495,0.025843,0.001150,8.207673,71.885144,4.450428,0.928138,47.689767,6.590013,0.416903,0.080906,0.098508,0.019091,11.720581,0.758346,4.947076,0.038440,59.731978
17.594267,8.342342,0.007604,0.014477,0.009260,9.766431,62.347433,3.031375,0.773258,23.610627,9.924232,0.306966,0.033622,1.990754,0.004633,1.713785,0.563560,2.452902,0.017534,50.004992
15.201898,6.863689,0.000255,0.029336,0.006956,9.593154,44.532232,10.092630,1.907163,21.625787,9.033199,0.225476,0.093123,3.643490,0.087660,18.592821,6.244430,2.810605,0.042590,34.070176
18.274476,8.458988,0.006688,0.012747,0.001719,4.259249,54.743112,16.145683,0.586689,34.428452,9.866055,0.287723,0.070639,4.015249,0.051898,12.294876,6.911487,2.407613,0.037192,29.776127
17.139717,8.406882,0.007738,0.020224,0.001414,4.062969,51.602200,13.580167,1.345114,6.207732,8.427148,0.407961,0.077466,2.527652,0.067880,0.970412,8.067908,2.245976,0.038601,19.257471
10.452957,8.479534,0.007174,0.081415,0.002877,9.814377,78.238166,13.266647,0.834809,25.009033,3.543860,0.095812,0.092970,2.170266,0.068450,18.505036,5.971083,0.977198,0.001257,47.976044
19.416766,8.197945,0.008094,0.062831,0.009898,6.132689,192.033930,16.820466,0.169096,35.964438,9.159109,0.174952,0.045976,1.514454,0.009274,17.866222,4.991900,2.998009,0.026138,76.672237
9.947542,6.553249,0.007882,0.047859,0.009533,9.012188,184.416172,18.068584,0.227156,23.878431,7.993513,0.348100,0.073599,2.880535,0.097763,13.443321,9.511449,2.007708,0.034224,61.661047
20.684654,7.542391,0.005199,0.075693,0.002831,8.035721,73.055757,7.333839,1.319886,6.875855,4.581065,0.081260,0.012406,2.527583,0.092586,12.158361,1.940084,1.130955,0.033888,57.794336
27.926846,8.817064,0.009049,0.060647,0.004780,6.803800,112.759398,12.355036,1.439710,7.068361,1.057012,0.353079,0.098075,0.448423,0.008957,6.172423,5.625196,2.680992,0.003477,48.323573
14.583335,6.699452,0.007402,0.065447,0.005074,6.297081,117.698943,9.070799,1.533485,6.853229,4.443834,0.348410,0.010456,0.712617,0.040866,4.416189,1.937711,0.778504,0.033811,61.796363
5.643302,7.384108,0.003553,0.019235,0.006012,6.975966,65.539397,4.791855,1.036457,38.954097,4.260907,0.346745,0.002973,1.801567,0.036313,14.251165,0.662045,2.060917,0.011948,56.261756
23.522305,7.242982,0.004298,0.031820,0.004944,3.663307,51.454824,0.910295,1.372993,16.797157,8.396804,0.437248,0.065110,3.568158,0.068469,18.475781,7.266912,4.354196,0.019637,38.425550
10.224194,6.772922,0.006568,0.010106,0.005161,5.679373,112.789875,12.777106,1.330904,23.259232,9.710635,0.444604,0.005292,3.326410,0.004441,13.778831,10.469745,2.583367,0.036257,43.766775
10.342741,7.000839,0.000274,0.076506,0.007546,6.067894,42.014757,12.387558,0.415840,36.525321,5.457924,0.451532,0.057555,4.111216,0.084764,13.593269,9.753622,3.064615,0.038513,33.009372
9.977697,7.886530,0.001153,0.010212,0.002498,7.658633,148.102985,19.059538,0.958367,3.871666,4.832675,0.331595,0.001994,2.856695,0.062945,10.695916,3.843760,4.136770,0.033976,59.910532
11.722195,8.707876,0.009635,0.075005,0.005066,2.742667,181.278152,11.040892,0.725678,39.065234,4.063096,0.291735,0.076515,0.820277,0.023471,2.855305,12.362442,3.971820,0.008287,53.829953
25.077205,8.455152,0.003816,0.090227,0.006428,9.731895,188.270601,12.554545,0.354779,18.419556,1.019187,0.205026,0.051655,4.997240,0.044020,9.295080,10.761555,1.502701,0.006712,64.984381
6.262523,8.317406,0.007861,0.068952,0.002196,4.340593,180.473164,16.017740,0.102367,22.398864,5.837009,0.313561,0.065927,2.825366,0.089609,18.494594,7.987068,4.225316,0.038292,66.187458
8.036833,7.993232,0.009007,0.057751,0.004113,4.004520,6.901461,17.276383,0.437812,45.991614,9.445977,0.288654,0.023926,4.004787,0.067965,14.407188,6.039349,2.322506,0.028958,24.859930
20.430724,7.262741,0.007719,0.023813,0.005433,8.472303,171.773907,12.759844,1.985113,23.116125,8.795143,0.410827,0.028851,2.451611,0.013627,9.042567,6.019312,0.514162,0.035285,62.316533
10.577589,8.064610,0.004843,0.093593,0.000455,2.949918,80.873782,10.814375,0.328601,16.221360,8.379488,0.014287,0.051956,0.747497,0.062069,9.313548,3.893101,3.347326,0.011707,50.033252
20.637724,6.954000,0.003645,0.089373,0.005330,1.547748,71.520465,18.161766,0.662016,36.485458,6.319444,0.296133,0.049731,4.959215,0.036167,9.076129,9.015666,3.461970,0.043151,39.138465
14.738264,6.530548,0.008685,0.022733,0.006464,8.889278,92.297124,16.803022,1.372804,38.154974,8.803799,0.348098,0.048567,2.100929,0.067650,15.492620,8.926158,0.721650,0.010910,40.985772
22.725339,7.327223,0.002311,0.001362,0.008829,6.171890,45.689584,0.644496,0.323044,39.427107,5.023113,0.111796,0.036729,3.890935,0.097405,2.829931,9.142613,3.697959,0.018337,12.356312
14.141501,7.281884,0.003174,0.059249,0.004921,7.182501,184.239891,13.298173,1.470144,6.162221,8.395777,0.245746,0.039691,1.686283,0.033211,4.533121,5.994233,0.229976,0.043843,63.073890
